Plot,Replicate,Species,Day,Time.Point,Observed.ant.present,observed.ant.removing,sample.of.ant.observed.removing,ant.sample,ant.identification,PheSus,EctRui,SerAma,PheMul,WasAur,CypRim,ParCor,MycIst,MycZet,PheSim,PheRug,LabPra,Phe025,PhePug,AphAra,Phe091927,CypCos,ParBug,Phe015,side,position in line,season,zero.seeds.remaining,diff.between.this.timeperiod.and.next,day.time,notes
AVA,2,ApMe,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,11,wet,no,0,2.12,
AVA,2,ApMe,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,11,wet,no,0,2.13,
AVA,2,ApMe,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,11,wet,no,0,2.14,
AVA,2,ApMe,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,11,wet,no,0,2.15,
AVA,2,ApMe,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,11,wet,no,0,2.16,
AVA,2,ApMe,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,11,wet,no,NA,3.9,
AVA,2,CeLo,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,no,2,1.1,
AVA,2,CeLo,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,no,1,1.11,
AVA,2,CeLo,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,no,3,1.12,
AVA,2,CeLo,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,no,2,1.13,
AVA,2,CeLo,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,no,1,1.14,
AVA,2,CeLo,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,1.15,
AVA,2,CeLo,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,1.16,
AVA,2,CeLo,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.1,
AVA,2,CeLo,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.11,
AVA,2,CeLo,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.12,
AVA,2,CeLo,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.13,
AVA,2,CeLo,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.14,
AVA,2,CeLo,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.15,
AVA,2,CeLo,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,0,2.16,
AVA,2,CeLo,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,3,wet,yes,NA,3.9,
AVA,2,CoVi,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.1,
AVA,2,CoVi,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.11,
AVA,2,CoVi,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.12,
AVA,2,CoVi,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.13,
AVA,2,CoVi,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.14,
AVA,2,CoVi,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.15,
AVA,2,CoVi,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,1.16,
AVA,2,CoVi,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,2.1,(0.25cm) red ant and small black ant at 10am
AVA,2,CoVi,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,2.11,
AVA,2,CoVi,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,2.12,
AVA,2,CoVi,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,2.13,
AVA,2,CoVi,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,2.14,
AVA,2,CoVi,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,0,2.15,
AVA,2,CoVi,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,1,2.16,
AVA,2,CoVi,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,10,wet,no,NA,3.9,
AVA,2,FiIn,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.1,
AVA,2,FiIn,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.11,
AVA,2,FiIn,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.12,
AVA,2,FiIn,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.13,
AVA,2,FiIn,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.14,
AVA,2,FiIn,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.15,
AVA,2,FiIn,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,1.16,
AVA,2,FiIn,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,2.1,
AVA,2,FiIn,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,2,2.11,
AVA,2,FiIn,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,2,2.12,
AVA,2,FiIn,2,13,1,1,SAR1120,SAR1120,Pheidole simonsi (sp. 11),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,9,wet,no,2,2.13,"failed to collect small black ant removing  seed at 1:15, collected the pheidole at 1:30 seen removing seeds"
AVA,2,FiIn,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,2.14,
AVA,2,FiIn,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,2.15,
AVA,2,FiIn,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,0,2.16,
AVA,2,FiIn,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,9,wet,no,NA,3.9,
AVA,2,GuUl,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,0,1.1,
AVA,2,GuUl,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,0,1.11,"small black ant in dish, looks like SAR117"
AVA,2,GuUl,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,0,1.12,"small black ant in dish, looks like SAR117"
AVA,2,GuUl,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,0,1.13,"small black ant in dish, looks like SAR117"
AVA,2,GuUl,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,2,1.14,"small black ant in dish, looks like SAR117"
AVA,2,GuUl,1,15,1,0,0,SAR1117,"Paratrachymyrmex cornetzi, Wasmania auropunctata",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,1,1.15,"small black ant in dish, looks like SAR117"
AVA,2,GuUl,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,no,7,1.16,"small black ant in dish, looks like SAR117"
AVA,2,GuUl,2,10,SAR1119,0,0,SAR1119,Wasmania auropunctata,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.1,no seeds left in dish to remove
AVA,2,GuUl,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.11,
AVA,2,GuUl,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.12,
AVA,2,GuUl,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.13,
AVA,2,GuUl,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.14,
AVA,2,GuUl,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.15,
AVA,2,GuUl,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,0,2.16,
AVA,2,GuUl,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,5,wet,yes,NA,3.9,
AVA,2,HiAl,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,1.1,
AVA,2,HiAl,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,1.11,
AVA,2,HiAl,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,1.12,
AVA,2,HiAl,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,1.13,
AVA,2,HiAl,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,1.14,
AVA,2,HiAl,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,1.15,
AVA,2,HiAl,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,3,1.16,
AVA,2,HiAl,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.1,
AVA,2,HiAl,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.11,
AVA,2,HiAl,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.12,
AVA,2,HiAl,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.13,
AVA,2,HiAl,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.14,
AVA,2,HiAl,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.15,
AVA,2,HiAl,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,0,2.16,
AVA,2,HiAl,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,1,wet,no,NA,3.9,
AVA,2,JaCo,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,1.1,
AVA,2,JaCo,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,1.11,
AVA,2,JaCo,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,1.12,
AVA,2,JaCo,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,1.13,
AVA,2,JaCo,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,1.14,
AVA,2,JaCo,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,1.15,
AVA,2,JaCo,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,1,1.16,
AVA,2,JaCo,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.1,
AVA,2,JaCo,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.11,
AVA,2,JaCo,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.12,
AVA,2,JaCo,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.13,
AVA,2,JaCo,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.14,
AVA,2,JaCo,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.15,
AVA,2,JaCo,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,0,2.16,
AVA,2,JaCo,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,6,wet,no,NA,3.9,
AVA,2,LuSe,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,1,1.1,
AVA,2,LuSe,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,1.11,
AVA,2,LuSe,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,1.12,
AVA,2,LuSe,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,1.13,
AVA,2,LuSe,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,1.14,
AVA,2,LuSe,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,1.15,
AVA,2,LuSe,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,1,1.16,
AVA,2,LuSe,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.1,
AVA,2,LuSe,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.11,
AVA,2,LuSe,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.12,
AVA,2,LuSe,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.13,
AVA,2,LuSe,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.14,
AVA,2,LuSe,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.15,
AVA,2,LuSe,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,0,2.16,
AVA,2,LuSe,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,7,wet,no,NA,3.9,
AVA,2,OcPy,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,no,0,1.1,
AVA,2,OcPy,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,no,10,1.11,
AVA,2,OcPy,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,1.12,
AVA,2,OcPy,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,1.13,
AVA,2,OcPy,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,1.14,
AVA,2,OcPy,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,1.15,
AVA,2,OcPy,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,1.16,
AVA,2,OcPy,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.1,
AVA,2,OcPy,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.11,
AVA,2,OcPy,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.12,
AVA,2,OcPy,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.13,
AVA,2,OcPy,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.14,
AVA,2,OcPy,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.15,
AVA,2,OcPy,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,0,2.16,
AVA,2,OcPy,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,13,wet,yes,NA,3.9,
AVA,2,TrBl,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.1,
AVA,2,TrBl,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.11,
AVA,2,TrBl,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.12,
AVA,2,TrBl,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.13,
AVA,2,TrBl,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.14,
AVA,2,TrBl,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.15,
AVA,2,TrBl,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,1.16,
AVA,2,TrBl,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.1,
AVA,2,TrBl,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.11,
AVA,2,TrBl,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.12,
AVA,2,TrBl,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.13,
AVA,2,TrBl,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.14,
AVA,2,TrBl,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.15,
AVA,2,TrBl,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,0,2.16,
AVA,2,TrBl,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,2,wet,no,NA,3.9,
AVA,2,TrBr,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,no,0,1.1,
AVA,2,TrBr,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,no,0,1.11,
AVA,2,TrBr,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,no,0,1.12,small black ant in dish
AVA,2,TrBr,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,no,0,1.13,
AVA,2,TrBr,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,no,5,1.14,
AVA,2,TrBr,1,15,SAR1116,SAR1116,SAR1116,SAR1116,Paratrachymyrmex cornetzi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,no,5,1.15,
AVA,2,TrBr,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,1.16,
AVA,2,TrBr,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.1,
AVA,2,TrBr,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.11,
AVA,2,TrBr,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.12,
AVA,2,TrBr,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.13,
AVA,2,TrBr,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.14,
AVA,2,TrBr,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.15,
AVA,2,TrBr,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,0,2.16,
AVA,2,TrBr,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,4,wet,yes,NA,3.9,
AVA,2,ZaEk,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,1.1,
AVA,2,ZaEk,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,1.11,
AVA,2,ZaEk,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,1.12,
AVA,2,ZaEk,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,1.13,
AVA,2,ZaEk,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,1.14,
AVA,2,ZaEk,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,1.15,
AVA,2,ZaEk,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,4,1.16,
AVA,2,ZaEk,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,2.1,
AVA,2,ZaEk,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,2.11,
AVA,2,ZaEk,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,2.12,
AVA,2,ZaEk,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,2.13,
AVA,2,ZaEk,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,1,2.14,
AVA,2,ZaEk,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,2.15,
AVA,2,ZaEk,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,12,wet,no,0,2.16,
